CASE_NO,ACCD_TP,Sub_bur,Eve_time,YEAR,MONTH,HOUR,Two_HOUR,Three_HOUR,WEEKDAY,Distr,Num_casual,Num_wound,Weather,Light_condition,Road_category,Speed_limit,Road_type,Acc_location,Pavement_con,Signal_classfication,Accident_type,Sex,AGE,Protect_equip,Mobile,Car_type,Move_type,Qualified,Alcohol
CE112928,2,CE,10209282005,102,9,20,11,7,6,116,0,1,2,2,2,50,1,1,2,2,12,2,3,1,1,3,14,1,1
C7900240,2,C7,10206021635,102,6,16,9,6,7,104,0,1,3,1,2,40,1,1,2,4,15,1,3,1,1,6,9,1,1
C7900240,2,C7,10206021635,102,6,16,9,6,7,104,0,1,3,1,2,40,1,1,2,4,15,1,6,1,1,4,9,1,1
C7900240,2,C7,10206021635,102,6,16,9,6,7,104,0,1,3,1,2,40,1,1,2,4,15,2,3,4,3,8,20,3,2
CD114016,2,CD,10206021700,102,6,17,9,6,7,112,0,3,3,1,2,50,1,1,2,1,13,1,5,1,1,6,14,1,1
CD114016,2,CD,10206021700,102,6,17,9,6,7,112,0,3,3,1,2,50,1,1,2,1,13,1,1,4,3,8,20,3,1
CI128207,2,CI,10206021512,102,6,15,8,6,7,110,0,2,3,1,2,40,2,2,2,3,3,2,1,4,3,8,20,3,1
CE112928,2,CE,10209282005,102,9,20,11,7,6,116,0,1,2,2,2,50,1,1,2,2,12,1,5,1,1,4,8,1,1
C7145976,2,C7,10206021513,102,6,15,8,6,7,104,0,1,3,1,2,50,2,4,2,4,12,1,3,1,1,6,9,1,1
C7146292,2,C7,10205311510,102,5,15,8,6,5,104,0,3,3,1,2,40,2,4,2,2,13,1,3,1,1,6,9,1,1
CD121170,2,CD,10206011455,102,6,14,8,5,6,112,0,1,3,1,2,50,1,1,2,4,12,1,7,3,4,6,9,1,1
CD121170,2,CD,10206011455,102,6,14,8,5,6,112,0,1,3,1,2,50,1,1,2,4,12,2,7,3,4,3,6,1,1
C8136060,2,C8,10206011550,102,6,15,8,6,6,106,0,1,3,1,2,40,1,1,2,4,15,2,6,1,1,6,9,1,1
C7146292,2,C7,10205311510,102,5,15,8,6,5,104,0,3,3,1,2,40,2,4,2,2,13,1,3,4,3,8,20,3,2
C8136060,2,C8,10206011550,102,6,15,8,6,6,106,0,1,3,1,2,40,1,1,2,4,15,1,4,1,1,3,9,1,1
C7900236,2,C7,10206011515,102,6,15,8,6,6,104,0,1,3,1,2,50,1,1,2,4,16,2,4,1,1,6,9,1,1
CG140412,2,CG,10206111300,102,6,13,7,5,2,114,0,1,2,1,2,50,2,4,2,4,16,1,9,1,1,6,9,1,1
C6121435,2,C6,10206110838,102,6,8,5,3,2,108,0,1,3,1,2,50,2,4,2,4,16,2,5,1,1,6,14,1,1
C8142295,2,C8,10206110748,102,6,7,4,3,2,106,0,1,1,1,2,50,1,1,1,2,17,1,5,1,1,3,5,1,1
C8142295,2,C8,10206110748,102,6,7,4,3,2,106,0,1,1,1,2,50,1,1,1,2,17,1,3,1,1,6,9,1,1
CB126527,2,CB,10206110910,102,6,9,5,4,2,105,0,1,3,1,2,50,1,1,2,4,16,2,3,1,1,6,9,1,1
C7146899,2,C7,10206071917,102,6,19,10,7,5,104,0,1,3,2,2,50,1,1,2,1,11,1,4,1,1,3,5,1,1
C7146899,2,C7,10206071917,102,6,19,10,7,5,104,0,1,3,2,2,50,1,1,2,1,11,1,3,1,1,6,9,1,1
CC138014,2,CC,10206081740,102,6,17,9,6,6,111,0,3,3,1,2,50,2,3,2,2,17,1,3,1,1,6,9,1,1
C9115264,2,C9,10206111210,102,6,12,7,5,2,100,0,1,3,1,2,50,2,4,2,4,14,1,6,1,1,5,2,1,1
C5103598,2,C5,10206110320,102,6,3,2,2,2,103,0,3,3,2,2,50,1,4,2,1,10,1,3,1,1,6,15,1,1
CG140230,2,CG,10206072143,102,6,21,11,8,5,114,0,1,3,1,2,50,1,1,2,4,16,2,7,1,1,3,5,1,1
C9115264,2,C9,10206111210,102,6,12,7,5,2,100,0,1,3,1,2,50,2,4,2,4,14,1,6,4,1,7,14,3,1
